Kontonr.,Kontonavn,Moms,Type
6041,Fortjeneste ved salg af kapitalandele i danske tilknyttede virksomheder,,D
6042,Fortjeneste ved salg af kapitalandele i danske tilknyttede virksomheder 2,,D
6043,Fortjeneste ved salg af kapitalandele i danske tilknyttede virksomheder 3,,D
6044,Fortjeneste ved salg af kapitalandele i danske tilknyttede virksomheder 4,,D
6045,Fortjeneste ved salg af kapitalandele i danske tilknyttede virksomheder 5,,D
6199,Indtægter af kapitalandele i tilknyttede virksomheder i alt,,SumFra2
6200,Indtægter af kapitalandele i associerede virksomheder,,Overskrift2
6201,Indtægter af kapitalandele i danske associerede virksomheder,,Overskrift3
6211,Udbytter fra danske associerede virksomheder,,D
6212,Udbytter fra danske associerede virksomheder 2,,D
6213,Udbytter fra danske associerede virksomheder 3,,D
6214,Udbytter fra danske associerede virksomheder 4,,D
6215,Udbytter fra danske associerede virksomheder 5,,D
6221,Indtægter af kapitalandele i danske associerede virksomheder,,D
6222,Indtægter af kapitalandele i danske associerede virksomheder 2,,D
6223,Indtægter af kapitalandele i danske associerede virksomheder 3,,D
6224,Indtægter af kapitalandele i danske associerede virksomheder 4,,D
6225,Indtægter af kapitalandele i danske associerede virksomheder 5,,D
6231,Afskrivning af goodwill på kapitalandele i danske associerede virksomheder,,D
6232,Afskrivning af goodwill på kapitalandele i danske associerede virksomheder 2,,D
6233,Afskrivning af goodwill på kapitalandele i danske associerede virksomheder 3,,D
6234,Afskrivning af goodwill på kapitalandele i danske associerede virksomheder 4,,D
6235,Afskrivning af goodwill på kapitalandele i danske associerede virksomheder 5,,D
6241,Fortjeneste ved salg af kapitalandele i danske associerede virksomheder,,D
6242,Fortjeneste ved salg af kapitalandele i danske associerede virksomheder 2,,D
6243,Fortjeneste ved salg af kapitalandele i danske associerede virksomheder 3,,D
6244,Fortjeneste ved salg af kapitalandele i danske associerede virksomheder 4,,D
6245,Fortjeneste ved salg af kapitalandele i danske associerede virksomheder 5,,D
6299,Indtægter af kapitalandele i associerede virksomheder i alt,,SumFra2
6300,Indtægter af kapitalandele i associerede virksomheder,,Overskrift2
6301,Indtægter af kapitalandele i joint ventures,,Overskrift3
6311,Udbytter fra joint ventures,,D
6312,Udbytter fra joint ventures 2,,D
6313,Udbytter fra joint ventures 3,,D
6314,Udbytter fra joint ventures 4,,D
6315,Udbytter fra joint ventures 5,,D
6321,Indtægter af kapitalandele i joint ventures,,D
6322,Indtægter af kapitalandele i joint ventures 2,,D
6323,Indtægter af kapitalandele i joint ventures 3,,D
6324,Indtægter af kapitalandele i joint ventures 4,,D
6325,Indtægter af kapitalandele i joint ventures 5,,D
6331,Afskrivning af goodwill på kapitalandele i joint ventures,,D
6332,Afskrivning af goodwill på kapitalandele i joint ventures 2,,D
6333,Afskrivning af goodwill på kapitalandele i joint ventures 3,,D
6334,Afskrivning af goodwill på kapitalandele i joint ventures 4,,D
6335,Afskrivning af goodwill på kapitalandele i joint ventures 5,,D
6341,Fortjeneste ved salg af kapitalandele i joint ventures,,D
6342,Fortjeneste ved salg af kapitalandele i joint ventures 2,,D
6343,Fortjeneste ved salg af kapitalandele i joint ventures 3,,D
6344,Fortjeneste ved salg af kapitalandele i joint ventures 4,,D
6345,Fortjeneste ved salg af kapitalandele i joint ventures 5,,D
6399,Indtægter af kapitalandele i associerede virksomheder i alt,,SumFra2
7000,Finansielle indtægter,,Overskrift2
7001,"Finansielle indtægter, anlægsaktiver",,Overskrift3
7002,"Finansielle indtægter, aktier, anlægsaktiver",,Overskrift4
7003,"Aktieudbytte, anlægsaktiver",,D
7004,"Aktieudbytte udenlandske aktier, anlægsaktiver",,D
7005,"Aktieudbytte, skattefri",,D
7006,"Aktiegevinst, skattefri (unoterede selskaber)",,D
7012,"Realiserede kursgevinster aktier, anlægsaktiver",,D
7022,"Urealiserede kursgevinster aktier, anlægsaktiver",,D
7099,"Finansielle indtægter, aktier, anlægsaktiver i alt",,SumFra4
7100,"Finansielle indtægter, øvrige værdipapirer mv., anlægsaktiver",,Overskrift4
7101,"Renter, bank, anlægsaktiver",,D
7102,"Renter, obligationer, anlægsaktiver",,D
7103,"Renter, pantebreve, anlægsaktiver",,D
7104,"Renter, gældsbreve, anlægsaktiver",,D
7105,"Renter, mellemregning med ejere og ledelse",,D
7106,"Renter, mellemregning med ejere og ledelse 2",,D
7107,"Renter, mellemregning med ejere og ledelse 3",,D
7108,"Renter, mellemregning med ejere og ledelse 4",,D
7109,"Renter, mellemregning med ejere og ledelse",,D
7110,"Renter, udlån, anlægsaktiver",,D
7115,"Renter, andre, anlægsaktiver",,D
7121,"Periodiserede renter, bank, anlægsaktiver",,D
7122,"Periodiserede renter, obligationer, anlægsaktiver",,D
7123,"Periodiserede renter, pantebreve, anlægsaktiver",,D
7124,"Periodiserede renter, gældsbreve, anlægsaktiver",,D
7125,"Periodiserede renter, mellemregning med ejere og ledelse",,D
7126,"Periodiserede renter, mellemregning med ejere og ledelse 2",,D
7127,"Periodiserede renter, mellemregning med ejere og ledelse 3",,D
7128,"Periodiserede renter, mellemregning med ejere og ledelse 4",,D
7129,"Periodiserede renter, mellemregning med ejere og ledelse 5",,D
7130,"Periodiserede renter, udlån, anlægsaktiver",,D
7131,"Periodiserede renter, andre, anlægsaktiver",,D
7132,"Realiserede kursgevinster obligationer, anlægsaktiver",,D
7133,"Realiserede kursgevinster pantebreve, anlægsaktiver",,D
7134,"Realiserede kursgevinster gældsbreve, anlægsaktiver",,D
7135,"Realiserede kursgevinster udlån, anlægsaktiver",,D
7136,"Realiserede kursgevinster finansielle instrumenter, anlægsaktiver",,D
7137,"Realiserede kursgevinster andre, anlægsaktiver",,D
7138,"Urealiserede kursgevinster obligationer, anlægsaktiver",,D
7139,"Urealiserede kursgevinster pantebreve, anlægsaktiver",,D
7140,"Urealiserede kursgevinster gældsbreve, anlægsaktiver",,D
7141,"Urealiserede kursgevinster udlån, anlægsaktiver",,D
7142,"Urealiserede kursgevinster finansielle instrumenter, anlægsaktiver",,D
7143,"Urealiserede kursgevinster andre, anlægsaktiver",,D
7198,"Finansielle indtægter, øvrige værdipapirer mv., anlægsaktiver i alt",,SumFra4
7199,"Finansielle indtægter, anlægsaktiver i alt",,SumFra3
7200,Renteindtægter tilknyttede virksomheder,,Overskrift3
7201,Renteindtægter tilknyttede virksomheder,,D
7202,Renteindtægter tilknyttede virksomheder 2,,D
7203,Renteindtægter tilknyttede virksomheder 3,,D
7204,Renteindtægter tilknyttede virksomheder 4,,D
7205,Renteindtægter tilknyttede virksomheder 5,,D
7299,Renteindtægter tilknyttede virksomheder i alt,,SumFra3
7300,Renteindtægter associerede virksomheder,,Overskrift3
7301,Renteindtægter associerede virksomheder,,D
7302,Renteindtægter associerede virksomheder 2,,D
7303,Renteindtægter associerede virksomheder 3,,D
7304,Renteindtægter associerede virksomheder 4,,D
7305,Renteindtægter associerede virksomheder 5,,D
7399,Renteindtægter associerede virksomheder i alt,,SumFra3
7400,Andre finansielle indtægter,,Overskrift3
7401,"Andre finansielle indtægter, aktier",,Overskrift4
7402,Dansk aktieudbytte uden indeholdt udbytteskat,,D
7403,"Dansk aktieudbytte med 15,4% indeholdt udbytteskat",,D
7404,Dansk aktieudbytte med 22% indeholdt udbytteskat,,D
7405,Dansk aktieudbytte med 25% indeholdt udbytteskat,,D
7406,Dansk aktieudbytte med 27% indeholdt udbytteskat,,D
7407,Udenlandsk aktieudbytte uden indeholdt udbytteskat,,D
7408,Udenlandsk aktieudbytte med 15% indeholdt udbytteskat,,D
7409,Udenlandsk aktieudbytte i øvrigt med indeholdt udbytteskat,,D
7410,"Udlodninger fra investeringsselskaber og obligationsbaserede investeringsbeviser (indeholdt udbytteskat)
",,D
7411,Dansk udbytteskat,,D
7412,Beregnet lempelse udenlandsk udbytte Saxo Bank,,D
7413,Modpost udbytteskat,,D
7497,Realiserede kursgevinster aktier,,D
7498,Urealiserede kursgevinster aktier,,D
7499,"Andre finansielle indtægter, aktier i alt",,SumFra4
7500,Andre finansielle indtægter renteindtægter,,Overskrift4
7501,Renteindtægter bank,,D
7502,Renteindtægter bank 2,,D
7503,Renteindtægter bank 3,,D
7504,Renteindtægter bank 4,,D
7505,Renteindtægter bank 5,,D
7506,Renteindtægter kassekredit,,D
7507,Renteindtægter kassekredit 2,,D
7508,Renteindtægter kassekredit 3,,D
7509,Renteindtægter kassekredit 4,,D
7510,Renteindtægter kassekredit 5,,D
7511,Renteindtægter obligationer,,D
7512,Renteindtægter pantebreve,,D
7513,Renteindtægter gældsbreve,,D
7514,Renteindtægter debitorer,,D
7515,Renteindtægter mellemregning med ejere og ledelse,,D
7516,Renteindtægter mellemregning med ejere og ledelse 2,,D
7517,Renteindtægter mellemregning med ejere og ledelse 3,,D
7518,Renteindtægter mellemregning med ejere og ledelse 4,,D
7519,Renteindtægter mellemregning med ejere og ledelse 5,,D
7520,Renteindtægter Grundejernes Investeringsfond,,D
7521,Renteindtægter andre tilgodehavender,,D
7535,Renteindtægter andre,,D
7541,Periodiserede renter bank,,D
7542,Periodiserede renter obligationer,,D
7543,Periodiserede renter pantebreve,,D
7544,Periodiserede renter gældsbreve,,D
7545,Periodiserede renter debitorer,,D
7546,Periodiserede renter mellemregning med ejere og ledelse,,D
7547,Periodiserede renter mellemregning med ejere og ledelse 2,,D
7548,Periodiserede renter mellemregning med ejere og ledelse 3,,D
7549,Periodiserede renter mellemregning med ejere og ledelse 4,,D
7550,Periodiserede renter mellemregning med ejere og ledelse 5,,D
7551,Periodiserede renter tilgodehavender,,D
7565,Periodiserede renter andre,,D
7599,Andre finansielle indtægter renteindtægter i alt,,SumFra4
7600,Andre finansielle indtægter kursgevinster værdipapirer mv.,,Overskrift4
7602,Realiserede kursgevinster obligationer,,D
7603,Realiserede kursgevinster pantebreve,,D
7604,Realiserede kursgevinster gældsbreve,,D
7605,Realiserede kursgevinster tilgodehavender,,D
7619,Realiserede kursgevinster andre,,D
7642,Urealiserede kursgevinster obligationer,,D
7643,Urealiserede kursgevinster pantebreve,,D
7644,Urealiserede kursgevinster gældsbreve,,D
7645,Urealiserede kursgevinster tilgodehavender,,D
7659,Urealiserede kursgevinster andre,,D
7699,Andre finansielle indtægter kursgevinster værdipapirer mv. i alt,,SumFra4
7700,Andre finansielle indtægter kursgevinster gæld mv.,,Overskrift4
7701,Kursgevinst ved gældseftergivelse,,D
7702,Andre realiserede kursgevinster lån,,D
7703,Valutakursgevinster realiserede,,D
7704,Realiserede kursgevinster finansielle instrumenter,,D
7722,Urealiserede kursgevinster lån,,D
7723,Valutakursgevinster urealiserede,,D
7724,Urealiserede kursgevinster finansielle instrumenter,,D
7899,Andre finansielle indtægter kursgevinster gæld mv. i alt,,SumFra4
7900,Øvrige finansielle indtægter,,Overskrift4
7901,Gebyrindtægter debitorer,,D
7911,Rentegodtgørelse selskabsskat,,D
7997,Øvrige finansielle indtægter i alt,,SumFra4
7998,Andre finansielle indtægter i alt,,SumFra3
7999,Finansielle indtægter i alt,,SumFra2
8000,Finansielle omkostninger,,Overskrift2
8001,Finansielle omkostninger anlægsaktiver,,Overskrift3
8002,Finansielle omkostninger aktier anlægsaktiver,,Overskrift4
8006,"Aktietab, skattefri (unoterede selskaber)",,D
8012,Realiserede kurstab aktier anlægsaktiver,,D
8022,Urealiserede kurstab aktier anlægsaktiver,,D
8099,Finansielle omkostninger aktier anlægsaktiver i alt,,SumFra4
8100,Finansielle omkostninger øvrige værdipapirer mv. anlægsaktiver,,Overskrift4
8101,Realiserede kurstab obligationer anlægsaktiver,,D
8102,Realiserede kurstab pantebreve anlægsaktiver,,D
8103,Realiserede kurstab gældsbreve anlægsaktiver,,D
8104,Realiserede kurstab udlån anlægsaktiver,,D
8105,Realiserede kurstab finansielle instrumenter anlægsaktiver,,D
8118,Realiserede kurstab andre anlægsaktiver,,D
8121,Urealiserede kurstab obligationer anlægsaktiver,,D
8122,Urealiserede kurstab pantebreve anlægsaktiver,,D
8123,Urealiserede kurstab gældsbreve anlægsaktiver,,D
8124,Urealiserede kurstab udlån anlægsaktiver,,D
8125,Urealiserede kurstab finansielle instrumenter anlægsaktiver,,D
8138,Urealiserede kurstab andre anlægsaktiver,,D
8198,Finansielle omkostninger øvrige værdipapirer mv. anlægsaktiver i alt,,SumFra4
8199,Finansielle omkostninger anlægsaktiver i alt,,SumFra3
8200,Renteomkostninger tilknyttede virksomheder,,Overskrift3
8201,Renteomkostninger tilknyttede virksomheder,,D
8202,Renteomkostninger tilknyttede virksomheder 2,,D
8203,Renteomkostninger tilknyttede virksomheder 3,,D
8204,Renteomkostninger tilknyttede virksomheder 4,,D
8205,Renteomkostninger tilknyttede virksomheder 5,,D
8299,Renteomkostninger tilknyttede virksomheder i alt,,SumFra3
8300,Renteomkostninger associerede virksomheder,,Overskrift3
8301,Renteomkostninger associerede virksomheder,,D
8302,Renteomkostninger associerede virksomheder 2,,D
8303,Renteomkostninger associerede virksomheder 3,,D
8304,Renteomkostninger associerede virksomheder 4,,D
8305,Renteomkostninger associerede virksomheder 5,,D
8399,Renteomkostninger associerede virksomheder i alt,,SumFra3
8400,Andre finansielle omkostninger,,Overskrift3
8401,Andre finansielle omkostninger kurstab aktier,,Overskrift4
8411,Realiserede kurstab aktier,,D
8421,Urealiserede kurstab aktier,,D
8499,Andre finansielle omkostninger kurstab aktier i alt,,SumFra4
8500,Andre finansielle omkostninger renteomkostninger,,Overskrift4
8501,Renteomkostninger bank,,D
8502,Renteomkostninger bank 2,,D
8503,Renteomkostninger bank 3,,D
8504,Renteomkostninger bank 4,,D
8505,Renteomkostninger bank 5,,D
8521,Renteomkostninger kassekredit,,D
8522,Renteomkostninger kassekredit 2,,D
8523,Renteomkostninger kassekredit 3,,D
8524,Renteomkostninger kassekredit 4,,D
8525,Renteomkostninger kassekredit 5,,D
8541,Renteomkostninger realkreditgæld,,D
8542,Renteomkostninger realkreditgæld 2,,D
8543,Renteomkostninger realkreditgæld 3,,D
8544,Renteomkostninger realkreditgæld 4,,D
8545,Renteomkostninger realkreditgæld 5,,D
8561,Renteomkostninger realkreditgæld 6,,D
8562,Renteomkostninger realkreditgæld 7,,D
8563,Renteomkostninger realkreditgæld 8,,D
8564,Renteomkostninger realkreditgæld 9,,D
8565,Renteomkostninger realkreditgæld 10,,D
8571,Renteomkostninger pantebrevsgæld,,D
8572,Renteomkostninger kreditorer,,D
8573,Renteomkostninger mellemregning med ejere,,D
8574,Renteomkostninger mellemregning med ejere,,D
8575,Renteomkostninger mellemregning med ejere,,D
8576,Renteomkostninger mellemregning med ejere,,D
8577,Renteomkostninger mellemregning med ejere,,D
8578,Kautionspræmie / provision,,D
8579,Kautionspræmie / provision 2,,D
8581,"Renteomkostninger, SKAT, uden fradrag",,D
8582,"Renteomkostninger, SKAT, med fradrag",,D
8583,Renteomkostninger anden gæld,,D
8584,Renteomkostninger feriefonden,,D
8599,Andre finansielle omkostninger renteomkostninger i alt,,SumFra4
8600,Andre finansielle omkostninger øvrige kurstab værdipapirer,,Overskrift4
8602,Realiserede kurstab obligationer,,D
8603,Realiserede kurstab pantebreve,,D
8604,Realiserede kurstab gældsbreve,,D
8605,Realiserede kurstab tilgodehavender,,D
8619,Realiserede kurstab andre,,D
8622,Urealiserede kurstab obligationer,,D
8623,Urealiserede kurstab pantebreve,,D
8624,Urealiserede kurstab gældsbreve,,D
8625,Urealiserede kurstab tilgodehavender,,D
8639,Urealiserede kurstab andre,,D
8699,Andre finansielle omkostninger øvrige kurstab værdipapirer i alt,,SumFra4
8700,Andre finansielle omkostninger kurstab gæld mv.,,Overskrift4
8701,Kurstab ved gældseftergivelse,,D
8702,Realiserede kurstab lån,,D
8703,Valutakurstab realiserede,,D
8704,Realiserede kurstab finansielle instrumenter,,D
8722,Urealiserede kurstab lån,,D
8723,Valutakurstab urealiserede,,D
8724,Urealiserede kurstab finansielle instrumenter,,D
8899,Andre finansielle omkostninger kurstab gæld mv. i alt,,SumFra4
8900,Øvrige finansielle omkostninger,,Overskrift4
8901,Renteomkostninger finansiel leasing,,D
8902,Renteomkostninger kontrakter,,D
8921,Låneomkostninger med fradrag,,D
8922,Låneomkostninger uden fradrag,,D
8931,Gebyromkostninger debitorer,,D
8941,Rentetillæg selskabsskat,,D
8951,Renter til det offentlige med skattemæssig fradrag,,D
8952,Renter til det offentlige u. skattemæssig fradrag,,D
8970,Modkonto renter uden fradrag,,D
8998,Øvrige finansielle omkostninger i alt,,SumFra4
8999,Finansielle omkostninger i alt,,SumFra2
9000,Skat af årets resultat,,Overskrift2
9001,Årets aktuelle skat,,D
9002,Regulering af skat vedrørende tidligere år,,D
9003,Nedskrivning skatteaktiv,,D
9004,Skattekredit forskning og udvikling,,D
9005,Årets udskudte skat,,D
9006,"Regulering af udskudt skat, ændret skatteprocent",,D
9007,Regulering af udskudt skat i øvrigt,,D
9011,"Årets aktuelle skat, udland",,D
9012,"Regulering af skat vedrørende tidligere år, udland",,D
9013,"Nedskrivning skatteaktiv, udland",,D
9014,"Skattekredit forskning og udvikling, udland",,D
9015,"Årets udskudte skat, udland",,D
9016,"Regulering af udskudt skat, ændret skatteprocent, udland",,D
9017,"Regulering af udskudt skat i øvrigt, udland",,D
9198,Skat af årets resultat i alt,,SumFra2
9199,ÅRETS RESULTAT,,SumFra1
9200,Resultatdisponering,,Overskrift1
9201,Nettoopskrivning efter den indre værdis metode,,R
9202,Nettoopskrivning af investeringsaktiver,,R
9203,Overkurs ved emission,,R
9204,Årets henlæggelse til øvrige lovpligtige reserver,,R
9205,Årets henlæggelse til vedtægtsmæssige reserver,,R
9206,Årets henlæggelse til øvrige reserver,,R
9207,Årets henlæggelse til reserve for iværksætterselskab,,R
9208,Overført til sikringsfond,,R
9209,Overført til reservefond,,R
9210,Overført til dispositionsfond,,R
9211,Årets resultat vedrørende bunden fondskapital,,R
9212,Årets resultat vedrørende disponibel fondskapital,,R
9213,Hensat af fondskapitalen til senere uddeling,,R
9214,Ekstraordinært udbytte for regnskabsåret (EK),,R
9215,Udbytte for regnskabsåret (EK),,R
9216,Overført af årets resultat,,R
9217,Minoritetsinteresser andel af årets resultat,,R
9250,Resultatandel,,R
9251,Resultatandel 2,,R
9252,Resultatandel 3,,R
9253,Resultatandel 4,,R
9254,Resultatandel 5,,R
9255,Reserve for udviklingsomkostninger,,R
9300,Modpost resultatdisponering,,R
9500,Resultatdisponering i alt,,SumFra1
10000,Balancen,,Overskrift1
10001,Aktiver,,Overskrift2
10002,Anlægsaktiver,,Overskrift3
11000,Immaterielle anlægsaktiver,,Overskrift4
11100,Færdiggjore udviklingsprojekter,,Overskrift5
11101,"Kostpris primo Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11102,"Årets tilgang med moms Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",I25,A
11103,"Årets tilgang uden moms Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11104,"Årets afgang Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11151,"Afskrivninger primo Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11152,"Nedskrivninger primo Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11153,"Årets afskrivninger Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11154,"Årets nedskrivninger Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11155,"Tilbageførte afskrivninger på årets afgang Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11156,"Tilbageførte nedskrivninger på årets afgang Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11157,"Tilbageførte afskrivninger Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11158,"Tilbageførte nedskrivninger Færdiggjorte udviklingsprojekter, herunder patenter og lignende rettigheder, der stammer fra udviklingsprojekter",,A
11199,Færdiggjore udviklingsprojekter i alt,,SumFra5
11200,Edb-licenser,,Overskrift5
11201,"Kostpris primo Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11202,"Årets tilgang med moms Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",I25,A
11203,"Årets tilgang uden moms Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11204,"Årets afgang Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11251,"Afskrivninger primo  Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11252,"Nedskrivninger primo 2 Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11253,"Årets afskrivninger Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11254,"Årets nedskrivninger Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11255,"Tilbageførte afskrivninger på årets afgang Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11256,"Tilbageførte nedskrivninger på årets afgang 2 Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11257,"Tilbageførte afskrivninger  Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11258,"Tilbageførte nedskrivninger 2 Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11299,Edb-licenser i alt,,SumFra5
11300,"Patenter, licenser og varemærker",,Overskrift5
11301,"Kostpris primo 2 Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11302,"Årets tilgang med moms 2 Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",I25,A
11303,"Årets tilgang uden moms 2 Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11304,"Årets afgang 2 Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11351,"Afskrivninger primo Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11352,"Nedskrivninger primo Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11353,"Årets afskrivninger 2 Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11354,"Årets nedskrivninger 2 Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11355,"Tilbageførte afskrivninger på årets afgang 2 Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11356,"Tilbageførte nedskrivninger på årets afgang Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11357,"Tilbageførte afskrivninger Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11358,"Tilbageførte nedskrivninger 2  Erhvervede koncessioner, patenter, licenser, varemærker samt lignende rettigheder",,A
11399,"Patenter, licenser og varemærker i alt",,SumFra5
11400,Goodwill,,Overskrift5
11401,Kostpris primo Goodwill,,A
11402,Årets tilgang med moms Goodwill,I25,A
11403,Årets tilgang uden moms Goodwill,,A
11404,Årets afgang Goodwill,,A
11451,Afskrivninger primo Goodwill,,A
11452,Nedskrivninger primo Goodwill,,A
11453,Årets afskrivninger Goodwill,,A
11454,Årets nedskrivninger Goodwill,,A
11455,Tilbageførte afskrivninger på årets afgang Goodwill,,A
11456,Tilbageførte nedskrivninger på årets afgang Goodwill,,A
11457,Tilbageførte afskrivninger Goodwill,,A
11458,Tilbageførte nedskrivninger Goodwill,,A
11499,Goodwill i alt,,SumFra5
11500,Goodwill,,Overskrift5
11501,Kostpris primo,,A
11502,Årets tilgang med moms,I25,A
11503,Årets tilgang uden moms,,A
11504,Årets afgang,,A
11551,Afskrivninger primo,,A
11552,Nedskrivninger primo,,A
11553,Årets afskrivninger,,A
11554,Årets nedskrivninger,,A
11555,Tilbageførte afskrivninger på årets afgang,,A
11556,Tilbageførte nedskrivninger på årets afgang,,A
11557,Tilbageførte afskrivninger,,A
11558,Tilbageførte nedskrivninger,,A
11599,Goodwill i alt,,SumFra5
11600,Udviklingsprojekter under udførelse,,Overskrift5
11601,Kostpris primo,,A
11602,Årets tilgang med moms,I25,A
11603,Årets tilgang uden moms,,A
11604,Årets afgang,,A
11651,Afskrivninger primo,,A
11652,Nedskrivninger primo,,A
11653,Årets afskrivninger,,A
11654,Årets nedskrivninger,,A
11655,Tilbageførte afskrivninger på årets afgang,,A
11656,Tilbageførte nedskrivninger på årets afgang,,A
11657,Tilbageførte afskrivninger,,A
11658,Tilbageførte nedskrivninger,,A
11699,Udviklingsprojekter under udførelse i alt,,SumFra5
11700,Forudbetalinger for immaterielle anlægsaktiver,,Overskrift5
11701,Kostpris primo,,A
11702,Årets tilgang med moms,I25,A
11703,Årets tilgang uden moms,,A
11704,Årets afgang,,A
11751,Afskrivninger primo,,A
11752,Nedskrivninger primo,,A
11753,Årets afskrivninger,,A
11754,Årets nedskrivninger,,A
11755,Tilbageførte afskrivninger på årets afgang,,A
11756,Tilbageførte nedskrivninger på årets afgang,,A
11757,Tilbageførte afskrivninger,,A
11758,Tilbageførte nedskrivninger,,A
11799,Forudbetalinger for immaterielle anlægsaktiver i alt,,SumFra5
11800,Immaterielle anlægsaktiver i alt,,SumFra4
12000,Materielle anlægsaktiver,,Overskrift4
12100,Grunde,,Overskrift5
12101,Kostpris primo Grunde og bygninger,,A
12102,Årets tilgang med moms Grunde og bygninger,I25,A
12103,Årets tilgang uden moms Grunde og bygninger,,A
12104,Årets afgang Grunde og bygninger,,A
12151,Afskrivninger primo Grunde og bygninger,,A
12152,Nedskrivninger primo Grunde og bygninger,,A
12153,Årets afskrivninger Grunde og bygninger,,A
12154,Årets nedskrivninger Grunde og bygninger,,A
12155,Tilbageførte afskrivninger på årets afgang Grunde og bygninger,,A
12156,Tilbageførte nedskrivninger på årets afgang Grunde og bygninger,,A
12157,Tilbageførte afskrivninger Grunde og bygninger,,A
12158,Tilbageførte nedskrivninger Grunde og bygninger,,A
12181,Opskrivninger primo Grunde og bygninger,,A
12182,Årets opskrivninger Grunde og bygninger,,A
12183,Tilbageførte opskrivninger på årets opgang Grunde og bygninger,,A
12184,Tilbageførte opskrivninger Grunde og bygninger,,A
12199,Grunde i alt,,SumFra5
12200,Bygninger,,Overskrift5
12201,Kostpris primo Grunde og bygninger,,A
12202,Årets tilgang med moms,I25,A
12203,Årets tilgang uden moms,,A
12204,Årets afgang,,A
12251,Afskrivninger primo,,A
12252,Nedskrivninger primo,,A
12253,Årets afskrivninger Grunde og bygninger,,A
12254,Årets nedskrivninger,,A
12255,Tilbageførte afskrivninger på årets afgang,,A
12256,Tilbageførte nedskrivninger på årets afgang,,A
12257,Tilbageførte afskrivninger,,A
12258,Tilbageførte nedskrivninger,,A
12281,Opskrivninger primo,,A
12282,Årets opskrivninger,,A
12283,Tilbageførte opskrivninger på årets opgang,,A
12284,Tilbageførte opskrivninger,,A
12299,Bygninger i alt,,SumFra5
12300,Investeringsejendomme,,Overskrift5
12301,Kostpris primo Investeringsejendomme,,A
12302,Årets tilgang med moms Investeringsejendomme,I25,A
12303,Årets tilgang uden moms Investeringsejendomme,,A
12304,Årets afgang Investeringsejendomme,,A
12311,Reguleringer primo,,A
12312,Årets reguleringer,,A
12399,Investeringsejendomme i alt,,SumFra5
12400,Andre investeringsaktiver,,Overskrift5
12401,"Andre investeringsaktiver, kostpris primo",,A
12402,"Andre investeringsaktiver, årets tilgang med moms",I25,A
12403,"Andre investeringsaktiver, årets tilgang uden moms",,A
12404,"Andre investeringsaktiver, årets afgang",,A
